Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,
z7SV5LtYmjs,30,40," ""/m/01lyv","/m/04rlf""",,,,,,,,,
z7SjWcMdRDE,30,40," ""/m/04rlf",/m/04szw,"/m/07gql""",,,,,,,,
z7SpOB_x-jI,20,30," ""/m/02mk9","/m/07yv9""",,,,,,,,,
z7T2hW2X6Po,30,40," ""/m/09x0r""",,,,,,,,,,
z7T5KeCid3c,30,40," ""/m/09x0r""",,,,,,,,,,
z7TCW_BGG1o,30,40," ""/m/09x0r","/t/dd00125""",,,,,,,,,
z7TM6KOXsRw,310,320," ""/m/01v1d8",/m/04rlf,/m/04szw,/m/05148p4,/m/05r5c,"/m/0l14qv""",,,,,
z7TUYW1ywB0,30,40," ""/m/09x0r""",,,,,,,,,,
z7TbjawAa_c,70,80," ""/m/09x0r""",,,,,,,,,,
z7TcYTvtJMs,30,40," ""/m/09x0r""",,,,,,,,,,
z7TtD7nY6xY,80,90," ""/m/01xqw","/m/0l14_3""",,,,,,,,,
z7UYe-KSsII,30,40," ""/m/019jd",/m/056ks2,"/m/07yv9""",,,,,,,,
z7Ud8Ptz94o,30,40," ""/m/09x0r""",,,,,,,,,,
z7UsIQu13m8,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
z7UwPI1lu2k,2,12," ""/m/07yv9","/m/09x0r""",,,,,,,,,
z7V1LbJTEzk,160,170," ""/m/015p6""",,,,,,,,,,
z7V6P2HOv50,120,130," ""/m/03kmc9",/m/07yv9,/m/09x0r,"/m/0dgbq""",,,,,,,
z7VCkFhhYNg,30,40," ""/m/09x0r""",,,,,,,,,,
z7VExD7ynG8,30,40," ""/m/09x0r","/t/dd00128""",,,,,,,,,
z7VFRxhnvw4,30,40," ""/m/0jbk""",,,,,,,,,,
z7VFn6r_qDY,30,40," ""/m/09x0r""",,,,,,,,,,
z7VKP-qCugk,70,80," ""/m/02lkt",/m/04rlf,"/m/07lnk""",,,,,,,,
z7VbW8BD3eM,10,20," ""/m/02mk9""",,,,,,,,,,
z7Vk-0lDPII,130,140," ""/m/015lz1",/m/016cjb,/m/02mscn,/m/04rlf,"/m/0l14jd""",,,,,,
z7W-6kb9-fA,30,40," ""/m/09x0r""",,,,,,,,,,
z7WIkn0tedc,30,40," ""/m/04rlf""",,,,,,,,,,
z7WVU_yui_I,550,560," ""/m/09x0r","/t/dd00125""",,,,,,,,,
z7WZcom2A8o,30,40," ""/m/04rlf""",,,,,,,,,,
z7WdSmO0BJ8,30,40," ""/m/09x0r""",,,,,,,,,,
z7WfSEs2zMM,340,350," ""/m/04rlf",/m/04szw,/m/05148p4,/m/05r5c,/m/0dwt5,"/m/0l14md""",,,,,
z7Wi9xTd64Q,0,10," ""/m/04rlf""",,,,,,,,,,
z7WuMP_mYds,230,240," ""/m/02rr_",/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,"/m/0g12c5""",,,,,
z7WuQpPthMQ,30,40," ""/m/09x0r""",,,,,,,,,,
z7X-FGATlHE,20,30," ""/m/012n7d",/m/07yv9,"/m/09x0r""",,,,,,,,
z7X6qGhK5YM,15,25," ""/m/0c1dj""",,,,,,,,,,
z7X9TUqSchw,0,10," ""/m/01d3sd""",,,,,,,,,,
z7XKWTnpnfE,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
z7XT9L0hWNg,110,120," ""/m/012f08",/m/04_sv,"/m/07yv9""",,,,,,,,
z7XUxSCVMwg,330,340," ""/m/0164x2",/m/04rlf,"/m/06cqb""",,,,,,,,
z7Xq6Hwgcgc,100,110," ""/m/04rlf","/m/06rvn""",,,,,,,,,
z7YBWYFhfWw,30,40," ""/m/09x0r""",,,,,,,,,,
z7YU8FBdiZQ,100,110," ""/m/015lz1",/m/04rlf,"/m/09x0r""",,,,,,,,
z7YYQq0I8do,22,32," ""/m/04rlf","/m/0l14md""",,,,,,,,,
z7ZCxZUC4p8,30,40," ""/m/04rlf","/m/0c1dj""",,,,,,,,,
z7ZFki2hWdQ,30,40," ""/m/04rlf","/m/07pkxdp""",,,,,,,,,
z7_YB0YTiSM,30,40," ""/m/09x0r""",,,,,,,,,,
z7_aEW7lQBg,21,31," ""/m/02bxd","/m/04rlf""",,,,,,,,,
z7a3E9Qqd0E,280,290," ""/m/04rlf","/m/0l14gg""",,,,,,,,,
z7a96h6WSCw,30,40," ""/m/09x0r","/t/dd00002""",,,,,,,,,
z7aDpSvWziU,30,40," ""/m/09x0r""",,,,,,,,,,
z7aHZHuL3wE,80,90," ""/m/04rlf",/m/09x0r,"/t/dd00125""",,,,,,,,
z7aVjI8hYPo,390,400," ""/m/09x0r""",,,,,,,,,,
z7ag8ZxbR8k,0,10," ""/m/04rlf""",,,,,,,,,,
z7aoqO7xOOc,70,80," ""/m/015lz1""",,,,,,,,,,
z7bD9DA5rG0,260,270," ""/m/04rlf","/m/09x0r""",,,,,,,,,
z7bGTdSD-O8,180,190," ""/m/01z7dr","/m/04rlf""",,,,,,,,,
z7bQDVTMBiY,70,80," ""/m/04rlf",/m/09x0r,"/t/dd00125""",,,,,,,,
z7bZOEzAcMo,20,30," ""/m/09x0r","/t/dd00125""",,,,,,,,,
z7bhl9PIL5o,30,35," ""/m/04rlf","/m/09x0r""",,,,,,,,,
z7c0Lj_tV5o,2,12," ""/m/032s66""",,,,,,,,,,
z7c8J8ytKvE,30,40," ""/t/dd00125""",,,,,,,,,,
z7cLN7vYolM,30,40," ""/m/09x0r",/m/0jbk,"/t/dd00128""",,,,,,,,
z7cr34PfxJI,10,20," ""/m/09x0r","/m/0mbct""",,,,,,,,,
z7cvfs51ndE,30,40," ""/m/04rlf""",,,,,,,,,,
z7dBJsLlq8E,30,40," ""/m/02cjck","/m/04rlf""",,,,,,,,,
z7dR-qkgW1Y,23,33," ""/m/02rhddq""",,,,,,,,,,
z7dWXQK2BjE,80,90," ""/m/01z5f",/m/068hy,/m/09x0r,/m/0bt9lr,"/m/0jbk""",,,,,,
z7dpG7vZxbA,30,40," ""/m/04rlf","/m/0l14md""",,,,,,,,,
z7eBXgsZk_o,30,40," ""/m/04rlf","/m/0b9m1""",,,,,,,,,
z7eWNwYoOkw,580,590," ""/m/04rlf",/m/05fw6t,/m/09x0r,"/m/0ytgt""",,,,,,,
z7eehYHngQI,100,110," ""/m/04rlf","/t/dd00032""",,,,,,,,,
z7esZrlMHLE,210,220," ""/m/09x0r""",,,,,,,,,,
z7exvbVGfyU,30,40," ""/m/04s8yn","/m/07r5c2p""",,,,,,,,,
z7ezCfvFBXU,10,20," ""/m/04rlf","/m/09x0r""",,,,,,,,,
z7f2AgZzX1U,140,150," ""/m/09x0r","/m/0jbk""",,,,,,,,,
z7fRkW8_vEM,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
z7fb-Yzpo-k,30,40," ""/m/09x0r""",,,,,,,,,,
z7g4lao0OXk,10,20," ""/m/04rlf","/m/09x0r""",,,,,,,,,
z7gKTcyj8L8,0,10," ""/m/07sq110""",,,,,,,,,,
z7gSpk0e0og,30,40," ""/m/09x0r""",,,,,,,,,,
z7gmmsMLCA8,30,40," ""/m/09x0r""",,,,,,,,,,
z7gqM4VoPVs,100,110," ""/m/0130jx",/m/02jz0l,"/m/0838f""",,,,,,,,
z7hX5tqSQIg,28,38," ""/m/09x0r""",,,,,,,,,,
z7hsr4I2IE8,10,20," ""/m/03kmc9""",,,,,,,,,,
z7hzxkKFCPc,10,20," ""/m/0342h",/m/04rlf,/m/04rzd,"/m/04szw""",,,,,,,
z7i0h_yDfzs,30,40," ""/m/04rlf",/m/053hz1,"/m/09x0r""",,,,,,,,
z7iAJimJLvw,110,120," ""/m/01hsr_",/m/04rlf,"/m/09x0r""",,,,,,,,
z7iK-o1g-ss,0,10," ""/m/07yv9",/m/0k4j,"/m/0ltv""",,,,,,,,
z7iPo2fpTBg,60,70," ""/m/05w3f""",,,,,,,,,,
z7iUs7M0yaA,350,360," ""/m/01g50p",/m/06d_3,/m/07jdr,"/m/07yv9""",,,,,,,
z7ibXnf_lRc,360,370," ""/m/04rlf""",,,,,,,,,,
z7icnqleZco,120,130," ""/m/028v0c","/m/04rlf""",,,,,,,,,
z7j4z_6HLXM,30,40," ""/m/04rlf""",,,,,,,,,,
z7jEy5To3Zg,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
z7juxFPQ0XA,30,40," ""/m/09x0r""",,,,,,,,,,
z7jwcmORDrk,28,38," ""/m/09x0r""",,,,,,,,,,
z7jxI-on14A,120,130," ""/m/01d3sd""",,,,,,,,,,
z7k4RaIJJYc,460,470," ""/m/04rlf","/m/09x0r""",,,,,,,,,
z7kC4VjVuV0,20,30," ""/m/03q5_w""",,,,,,,,,,
z7kFO5kPB64,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
z7kTtOSyPxI,30,40," ""/m/09x0r""",,,,,,,,,,
z7kXK3EQLeo,0,10," ""/m/028v0c",/m/04rlf,"/t/dd00126""",,,,,,,,
z7knj-w5oGw,30,40," ""/m/04rlf","/m/0c1dj""",,,,,,,,,
z7krrywEGUM,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
z7lEUnG3x1I,30,40," ""/m/04rlf""",,,,,,,,,,
z7lGuRpMaUc,320,330," ""/m/09x0r","/t/dd00125""",,,,,,,,,
z7lNenJYjCk,40,50," ""/m/04rlf","/t/dd00126""",,,,,,,,,
z7lUzKfdHd4,80,90," ""/m/09x0r""",,,,,,,,,,
z7lZPSZFQak,30,40," ""/m/04rlf""",,,,,,,,,,
z7lbaKQykHg,290,300," ""/m/0c1dj""",,,,,,,,,,
z7lfii7y-uQ,30,40," ""/m/04rlf""",,,,,,,,,,
z7m2eax7A14,50,60," ""/m/01hsr_""",,,,,,,,,,
z7mPY-GzEAY,410,420," ""/m/09x0r","/t/dd00129""",,,,,,,,,
z7mUVPhySII,440,450," ""/m/07c52""",,,,,,,,,,
z7mm4jyZ0_g,30,40," ""/m/09ct_""",,,,,,,,,,
z7mswzLinJs,10,20," ""/m/03w41f","/t/dd00128""",,,,,,,,,
z7nCs5zEuMU,40,50," ""/m/0342h",/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y,"/m/0l14_3""",,,,,
z7nes1FSCWw,30,40," ""/m/09x0r""",,,,,,,,,,
z7nkry-I9f0,30,40," ""/m/09x0r""",,,,,,,,,,
z7nuRJi8GIA,160,170," ""/m/04rlf","/m/0ln16""",,,,,,,,,
z7o7UjT6RBY,30,40," ""/m/09x0r""",,,,,,,,,,
z7o8-bmi_I8,30,40," ""/m/015p6",/m/0h0rv,"/t/dd00128""",,,,,,,,
z7oQVHHeVrk,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
z7oSC8lfCNQ,480,490," ""/m/023pjk","/m/04brg2""",,,,,,,,,
z7onp1gfbWg,20,30," ""/m/04_sv",/m/07yv9,"/t/dd00125""",,,,,,,,
z7ouZQM-jNA,120,130," ""/m/03m9d0z","/t/dd00092""",,,,,,,,,
z7oz7ouvfgg,30,40," ""/m/09x0r""",,,,,,,,,,
z7pFD9jvRK0,30,40," ""/m/09x0r""",,,,,,,,,,
z7pGDhtSlc0,10,20," ""/m/01j3sz""",,,,,,,,,,
z7pWTTo1Abk,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
z7pYuZVO6EM,30,40," ""/m/09x0r""",,,,,,,,,,
z7pswG0K5P0,0,10," ""/m/01yrx",/m/068hy,"/m/0jbk""",,,,,,,,
z7q-NmTI6F0,30,40," ""/m/04rlf""",,,,,,,,,,
z7qG40-ABuQ,30,40," ""/m/09x0r""",,,,,,,,,,
z7qNOTJ8vu4,30,40," ""/m/04rlf""",,,,,,,,,,
z7qbnzdJDPU,10,20," ""/m/04_sv",/m/07yv9,"/t/dd00128""",,,,,,,,
z7qwEZpcEfQ,30,40," ""/t/dd00129""",,,,,,,,,,
z7qwgrW2Deg,30,40," ""/m/09x0r","/t/dd00125""",,,,,,,,,
z7r2yENlmXM,30,40," ""/m/09x0r""",,,,,,,,,,
z7r4OENexX8,30,40," ""/m/09x0r""",,,,,,,,,,
z7rFbp1blJo,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
z7rQNYj1sZU,30,40," ""/m/09x0r""",,,,,,,,,,
z7s57c-wNJM,30,40," ""/m/015lz1","/m/04rlf""",,,,,,,,,
z7sFOCtrbeM,330,340," ""/m/04rlf","/m/09x0r""",,,,,,,,,
z7sR7zawlZo,90,100," ""/m/04rlf","/m/0dq0md""",,,,,,,,,
z7sqFPuUfA0,390,400," ""/m/09x0r""",,,,,,,,,,
z7sxm4x15aY,30,40," ""/m/04rlf""",,,,,,,,,,
z7szWr8Bd9g,200,210," ""/m/0ngt1""",,,,,,,,,,
z7t1bYs93OI,10,20," ""/m/09x0r""",,,,,,,,,,
z7t5xFWQGLg,30,40," ""/m/09x0r""",,,,,,,,,,
z7tn85D8SDY,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
z7u7v4Ebf44,9,19," ""/m/04rlf","/m/09x0r""",,,,,,,,,
z7uBNu4y4i0,10,20," ""/m/015lz1","/m/09x0r""",,,,,,,,,
z7uCw9cn66s,230,240," ""/m/04rlf","/m/09x0r""",,,,,,,,,
z7uIcokBloM,230,240," ""/m/04rlf""",,,,,,,,,,
z7uJW6RrnFI,0,10," ""/m/09x0r""",,,,,,,,,,
z7uO9oO6pOI,10,20," ""/m/0342h","/m/04rlf""",,,,,,,,,
z7uQ24dGUKs,0,10," ""/m/04rlf",/m/07c6l,"/m/09x0r""",,,,,,,,
z7uaS38sWoU,200,210," ""/m/068hy","/t/dd00125""",,,,,,,,,
z7uj_q-EY0k,20,30," ""/t/dd00129""",,,,,,,,,,
z7ul2LFGNAs,100,110," ""/m/09x0r""",,,,,,,,,,
z7uvOsAhKN8,240,250," ""/m/09x0r","/t/dd00125""",,,,,,,,,
z7w4jmO4a_M,20,30," ""/m/02cjck","/m/04rlf""",,,,,,,,,
z7w7PXJoLk0,30,40," ""/m/07pjjrj""",,,,,,,,,,
z7wBfbKGCpc,30,40," ""/m/04rlf""",,,,,,,,,,
z7wUcp7jUJg,20,30," ""/m/09x0r""",,,,,,,,,,
z7wdOGnFBNs,0,10," ""/m/04rlf","/t/dd00037""",,,,,,,,,
z7x93ZM2msI,120,130," ""/m/07phhsh","/m/09x0r""",,,,,,,,,
z7xAST67xBE,530,540," ""/m/09x0r""",,,,,,,,,,
z7xqncHXkBU,30,40," ""/m/018w8","/m/09x0r""",,,,,,,,,
z7xzSInsVAg,90,100," ""/m/015lz1","/m/04rlf""",,,,,,,,,
z7y5PxLNX-E,20,30," ""/m/09x0r","/t/dd00125""",,,,,,,,,
z7ytr-8fipQ,30,40," ""/m/04rlf""",,,,,,,,,,
z7ytxvaHb9U,320,330," ""/m/03qtwd""",,,,,,,,,,
z7zWyGFoFQw,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
z7zs1EFPLtE,30,40," ""/m/0jbk","/t/dd00125""",,,,,,,,,
z7zwjy3ZGkU,220,230," ""/m/09x0r""",,,,,,,,,,
z8-5LloFyus,30,40," ""/m/04rlf","/m/07xzm""",,,,,,,,,
z8-A7kLUA7g,30,40," ""/m/09x0r""",,,,,,,,,,
z8-cX4bW1Ik,0,10," ""/m/0342h",/m/04rlf,/m/04szw,"/m/0fx80y""",,,,,,,
z808jn_jwYc,100,110," ""/m/02v2lh","/m/04rlf""",,,,,,,,,
z80CFQQTuPY,30,40," ""/m/09x0r""",,,,,,,,,,
z80EgX73CVw,190,200," ""/m/09x0r","/t/dd00013""",,,,,,,,,
z80ay6auC6c,30,40," ""/m/04rlf""",,,,,,,,,,
z80cSoY9IPc,30,40," ""/m/0k5j""",,,,,,,,,,
z80nAwjdL7c,13,23," ""/m/09x0r""",,,,,,,,,,
z80tiugy2Fo,30,40," ""/t/dd00005""",,,,,,,,,,
z80vlqiJJ44,50,60," ""/m/068hy",/m/06hps,"/m/0jbk""",,,,,,,,
z80wt5LFRHU,250,260," ""/m/04rlf","/m/07sr1lc""",,,,,,,,,
z81XQJC5ex8,90,100," ""/m/09x0r""",,,,,,,,,,
z81o-sOEg94,140,150," ""/m/04rlf","/m/05rwpb""",,,,,,,,,
z81w8_44Y0A,30,40," ""/m/04rlf""",,,,,,,,,,
z82K3nTD9EM,30,40," ""/m/02sgy",/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,"/m/0fx80y""",,,,,
z82V46M-ul0,30,40," ""/m/04rlf","/m/07y_7""",,,,,,,,,
z82aBUA3yZQ,330,340," ""/m/07qnq_y","/m/09x0r""",,,,,,,,,
z82lNL2skeA,170,180," ""/m/04rlf","/m/06j6l""",,,,,,,,,
z835ziCezPQ,30,40," ""/m/09x0r""",,,,,,,,,,
z83VVlIsLuA,30,40," ""/m/04rlf""",,,,,,,,,,
z83ZDhLBkZA,240,250," ""/m/068hy","/m/09x0r""",,,,,,,,,
z83exlAURuY,30,40," ""/m/09x0r""",,,,,,,,,,
z83hsLiY92w,80,90," ""/m/0342h",/m/042v_gx,/m/04rlf,/m/04szw,/m/09x0r,"/m/0fx80y""",,,,,
z83oBW8Z4Ak,22,32," ""/m/09x0r""",,,,,,,,,,
z83xfIMk3Eo,30,40," ""/m/04rlf",/m/04szw,"/m/07y_7""",,,,,,,,
z83y6tujMTc,190,200," ""/m/015lz1",/m/04rlf,"/m/07sbbz2""",,,,,,,,
z840vcsSg2A,30,40," ""/m/09x0r""",,,,,,,,,,
z84IokEjjvo,10,20," ""/m/06_fw","/t/dd00128""",,,,,,,,,
z84KtEXu8mo,21,31," ""/m/04rlf","/m/09x0r""",,,,,,,,,
z84hQtcoFHo,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
z84vvGtL3qg,40,50," ""/m/01g50p",/m/06d_3,/m/07jdr,/m/07yv9,"/t/dd00048""",,,,,,
z85F-bC11ds,100,110," ""/m/015p6",/m/025rv6n,/m/068hy,/m/09b5t,"/m/0ch8v""",,,,,,
z85IWaapnGU,90,100," ""/m/04rlf","/m/09x0r""",,,,,,,,,
z85MXMULBdg,30,40," ""/m/09x0r""",,,,,,,,,,
z85j-rL81V0,30,40," ""/m/04rlf","/m/0m0jc""",,,,,,,,,
z85miUS_Z6M,21,31," ""/m/04rlf","/m/09x0r""",,,,,,,,,
z85t9BD02TA,80,90," ""/m/09x0r""",,,,,,,,,,
z85zdnyiC4Q,30,40," ""/m/04rlf""",,,,,,,,,,
z86HzDAmuOM,30,40," ""/m/09x0r""",,,,,,,,,,
z86JPy42t7o,330,340," ""/m/019jd",/m/06q74,"/m/07yv9""",,,,,,,,
z86WDT9KPss,490,500," ""/m/026t6",/m/02hnl,/m/03t3fj,/m/04rlf,/m/04szw,/m/06rvn,"/m/0l14md""",,,,
z86eXWofjiE,30,40," ""/m/09x0r""",,,,,,,,,,
z86fR4kdu-c,30,40," ""/m/04rlf","/m/0ggq0m""",,,,,,,,,
z86kDZuzr6k,30,40," ""/m/09x0r""",,,,,,,,,,
z86pWAKPPkc,30,40," ""/m/04rlf""",,,,,,,,,,
z86pb3RLwxc,50,60," ""/m/09x0r""",,,,,,,,,,
z871ZTwpUbs,5,15," ""/m/09x0r""",,,,,,,,,,
z87FPcOOCoA,30,40," ""/m/01yrx",/m/068hy,/m/09x0r,"/m/0jbk""",,,,,,,
z87GEW6RiSA,80,90," ""/m/064t9""",,,,,,,,,,
z87I-HlDlM4,120,130," ""/m/04rlf",/m/05pd6,"/t/dd00126""",,,,,,,,
z87LyYnrFBo,20,30," ""/m/032s66""",,,,,,,,,,
z87UDZ8VsVU,30,40," ""/m/04rlf",/m/09x0r,"/m/0b9m1""",,,,,,,,
z87_LQBHFEc,90,100," ""/m/03m9d0z",/m/05kq4,/m/07qwyj0,"/t/dd00092""",,,,,,,
z87bc_86FqY,40,50," ""/m/03vt0",/m/09f96,"/m/0h2mp""",,,,,,,,
z87lkk7L4-s,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
z87x1AXRo7o,230,240," ""/m/0140xf","/m/04rlf""",,,,,,,,,
z885EQlS_aM,20,30," ""/m/0ytgt""",,,,,,,,,,
z88VOLKGImk,0,10," ""/m/06mb1""",,,,,,,,,,
z88jt7qWYtY,20,30," ""/m/05tny_",/m/068hy,/m/0bt9lr,"/m/0jbk""",,,,,,,
z88k1zJW8ek,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
z88kDniCM3U,30,40," ""/m/09x0r""",,,,,,,,,,
z88lrdNOWQY,30,40," ""/m/09x0r""",,,,,,,,,,
z88nkkqLBGs,29,39," ""/m/09x0r""",,,,,,,,,,
z88sG3y3ki8,70,80," ""/m/07qqyl4""",,,,,,,,,,
z88sQbQlDDQ,30,40," ""/m/04rlf""",,,,,,,,,,
z88zOz_8gXU,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
z8915uzG1g4,190,200," ""/m/015lz1","/m/04rlf""",,,,,,,,,
z892JSSYL2E,210,220," ""/m/04rlf","/m/06cqb""",,,,,,,,,
z89CRSuBgBk,30,40," ""/m/09x0r""",,,,,,,,,,
z89GufZ9RkM,250,260," ""/m/02sgy",/m/0342h,/m/04rlf,/m/04szw,"/m/0fx80y""",,,,,,
z89_SHecWzU,380,390," ""/m/07r04",/m/07yv9,/m/09x0r,/m/0ltv,"/t/dd00129""",,,,,,
z8A-yLkzRl0,170,180," ""/m/019jd","/m/06q74""",,,,,,,,,
z8A7JIRZ2b8,0,10," ""/m/015lz1","/m/04rlf""",,,,,,,,,
z8AF0Z4BNXk,30,40," ""/m/0155w",/m/015y_n,/m/01lyv,/m/04rlf,"/m/0gywn""",,,,,,
z8AHzEg-ZVQ,30,40," ""/m/09x0r""",,,,,,,,,,
z8AiLtmEk34,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
z8Ale1O6tIE,170,180," ""/m/07pggtn",/m/09x0r,/m/0jbk,"/t/dd00129""",,,,,,,
z8BKASbKGpc,30,40," ""/m/07yv9","/m/0k4j""",,,,,,,,,
z8BKcTJAReA,30,40," ""/m/09x0r""",,,,,,,,,,
z8BKqOYTIv0,100,110," ""/m/04_sv",/m/04rlf,/m/07yv9,/m/09x0r,"/t/dd00129""",,,,,,
z8BL1Jz0lgM,30,40," ""/m/04rlf""",,,,,,,,,,
z8BdMWm-3Cg,60,70," ""/m/04rlf""",,,,,,,,,,
z8Bnl0D-2uU,30,40," ""/m/04rlf","/t/dd00035""",,,,,,,,,
z8BtNP5KuG0,0,10," ""/m/04rlf","/m/09x0r""",,,,,,,,,
z8C2REnxStw,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
z8C4lr7AUfQ,30,40," ""/m/09x0r""",,,,,,,,,,
z8CEqf-CAtw,30,40," ""/m/09x0r""",,,,,,,,,,
z8CKZCZWwOI,390,400," ""/m/01d380",/m/07k1x,"/m/0_ksk""",,,,,,,,
z8CNN-wBTKI,360,370," ""/m/015p6",/m/020bb7,/m/068hy,"/m/09x0r""",,,,,,,
z8CfvchTaUk,30,40," ""/m/09x0r""",,,,,,,,,,
z8D4dCESjLA,70,80," ""/m/04rlf","/m/09x0r""",,,,,,,,,
z8DHkXfCV0c,30,40," ""/m/02lkt",/m/04rlf,"/m/07s72n""",,,,,,,,
z8DKBVcCZpo,30,40," ""/m/09x0r""",,,,,,,,,,
z8DOcWyx-0o,210,220," ""/m/0ytgt""",,,,,,,,,,
z8DPo5OuUNo,30,40," ""/m/07qwf61""",,,,,,,,,,
z8EEdXB-Kns,10,20," ""/m/03fwl","/m/0jbk""",,,,,,,,,
z8EEmh5rI1U,30,40," ""/m/04rlf""",,,,,,,,,,
z8EQbX6bhRE,400,410," ""/m/04rlf",/m/07rkbfh,/m/09x0r,"/t/dd00127""",,,,,,,
z8ETmkR1jV8,30,40," ""/m/04rlf","/t/dd00035""",,,,,,,,,
z8EUGuhkM40,30,40," ""/m/09x0r""",,,,,,,,,,
z8EW59cqFMo,1,11," ""/m/01jg02","/m/09x0r""",,,,,,,,,
z8EeUXRxU_M,280,290," ""/m/04rlf",/m/04szw,"/m/0l14md""",,,,,,,,
z8EgubedkB4,160,170," ""/m/04rlf","/m/0dls3""",,,,,,,,,
z8F18TWbfeE,200,210," ""/m/026z9","/m/04rlf""",,,,,,,,,
z8FrWy9TTRQ,27,37," ""/m/07r04",/m/07yv9,"/m/09x0r""",,,,,,,,
z8FxOu2gg10,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
z8G4m0udArs,20,30," ""/m/04rlf","/m/09x0r""",,,,,,,,,
z8GtJctc-jI,30,40," ""/m/07yv9""",,,,,,,,,,
z8GvTT18aWM,30,40," ""/m/09x0r""",,,,,,,,,,
z8H1ZWD84PA,160,170," ""/m/01s0ps",/m/04rlf,/m/04szw,/m/05148p4,/m/05r5c,"/m/0l14qv""",,,,,
z8H7VP05nL0,460,470," ""/m/09x0r","/t/dd00126""",,,,,,,,,
z8HDXVQ63ro,90,100," ""/m/09x0r""",,,,,,,,,,
z8HFS7rHN10,130,140," ""/m/01v1d8","/m/04rlf""",,,,,,,,,
z8HVV6u2RPA,0,10," ""/m/01h8n0",/m/04rlf,"/m/09x0r""",,,,,,,,
z8HYuiMuaIs,220,230," ""/m/0mkg""",,,,,,,,,,
z8HzM2cE9v8,180,190," ""/m/09x0r""",,,,,,,,,,
z8I5CP39T3U,30,40," ""/m/09x0r""",,,,,,,,,,
z8J6hfyLM90,10,20," ""/m/07yv9",/m/0k4j,"/t/dd00128""",,,,,,,,
z8JOXQN6B_I,110,120," ""/m/09x0r""",,,,,,,,,,
z8JVVKHI5MM,0,10," ""/m/04rlf","/m/0cfdd""",,,,,,,,,
z8K6hw_FUSI,30,40," ""/m/09x0r""",,,,,,,,,,
z8K8MQemQ9I,70,80," ""/m/09x0r","/m/0llzx""",,,,,,,,,
z8KIzA3YOm8,130,140," ""/m/07yv9",/m/0cmf2,/m/0k5j,"/t/dd00129""",,,,,,,
z8KTEKMogRI,0,6," ""/m/09x0r","/m/0jbk""",,,,,,,,,
z8KZGcyrw5w,40,50," ""/m/0284vy3",/m/07jdr,"/m/07yv9""",,,,,,,,
z8KqYb2NrBo,30,40," ""/m/04rlf""",,,,,,,,,,
z8L71VCYEts,50,60," ""/m/04rlf","/m/0glt670""",,,,,,,,,
z8LV4ssO7W0,250,260," ""/m/07r04",/m/07yv9,"/m/09x0r""",,,,,,,,
z8LWK3ytkPY,250,260," ""/m/04rlf",/m/09x0r,"/t/dd00126""",,,,,,,,
z8Ldsf3Xnt4,10,20," ""/t/dd00125""",,,,,,,,,,
z8LlzbRbaGw,30,40," ""/m/09x0r""",,,,,,,,,,
z8LyZZOLwD4,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
z8MRUCmCjyE,30,40," ""/t/dd00018""",,,,,,,,,,
z8MkJewpCAg,0,10," ""/m/015p6","/m/01rd7k""",,,,,,,,,
z8Mym_-ah4U,70,80," ""/m/04rlf","/m/09x0r""",,,,,,,,,
z8N0_p6kZ9U,30,40," ""/m/04rlf""",,,,,,,,,,
z8NABcV2SMY,30,40," ""/m/04rlf""",,,,,,,,,,
z8NJvqc-7v4,40,50," ""/m/09x0r""",,,,,,,,,,
z8NKUfF1778,0,10," ""/m/04rlf","/m/09x0r""",,,,,,,,,
z8Nc8efMLq4,240,250," ""/m/02sgy",/m/0342h,/m/04rlf,/m/04szw,/m/06by7,"/m/0fx80y""",,,,,
z8NyWgmkArg,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
z8Obqr5mrdk,0,10," ""/m/01w250""",,,,,,,,,,
z8OoewRFbYk,1,11," ""/m/09x0r""",,,,,,,,,,
